Componente_1,Componente_2,Componente_3,cluster,cluster_nombre
25.286085,-27.052948,-5.7831583,2,
27.377632,-22.259428,11.2281885,4,
-1.4848943,-15.812328,9.373467,3,
13.619051,-29.425667,12.061075,2,
2.8542936,21.101288,-34.597614,1,
20.31053,-2.923864,-14.178705,1,
35.15455,0.03542576,-4.369213,4,
-19.945875,-34.187275,-7.8917747,2,
14.858088,-24.921541,14.092118,4,
-7.041078,-5.1430097,-20.440641,0,
35.280376,-12.057635,-8.969,2,
-0.6383003,-26.178717,-13.520035,2,
-8.362299,-23.797665,-11.713148,2,
9.77936,43.623875,-13.197478,1,
32.20317,0.41653794,3.1690516,4,
21.421515,13.223544,-1.3815953,4,
-26.642242,-0.97013724,31.152752,3,
17.051939,0.26721013,-33.771633,0,
-4.6621933,-26.740263,23.650923,3,
26.37806,22.012426,-9.173004,1,
-1.0480866,3.471686,27.218718,4,
-8.84497,-28.752525,24.34392,3,
2.5193045,-41.629093,19.258436,4,
36.836422,-6.6309943,9.473684,1,
23.737598,3.5972946,-15.2668495,1,
-30.994768,20.1866,-6.0966997,1,
26.428242,-6.848741,3.0072181,4,
-18.783216,16.085066,28.142931,3,
12.880053,21.75629,-20.228949,1,
34.54909,-18.724989,-2.5331137,4,
-7.1169567,5.9722233,42.607643,3,
12.842892,-16.843481,-11.07577,2,
11.268287,24.978098,24.180939,1,
27.35403,0.20418382,9.191033,4,
2.053758,32.30328,2.5337145,1,
19.638605,-9.061891,21.912132,4,
39.022987,-6.797451,5.0090284,1,
4.8001766,-17.487873,25.03689,4,
13.729622,-8.98606,29.767004,4,
3.2879057,8.8419485,41.525707,3,
-18.603447,-26.993334,10.078237,3,
-11.326976,-26.689966,31.589216,3,
25.061157,2.969189,-2.1646478,1,
-6.473051,-6.115566,-14.046204,0,
-0.13707939,-5.0601034,18.377243,3,
18.029903,-26.186333,15.024734,4,
-25.026762,-10.2707815,27.447634,3,
-0.71897995,41.518566,1.2487265,1,
0.027041154,10.343639,14.672852,1,
-1.2697998,37.291656,22.301558,1,
21.361023,-5.6356587,-20.85341,1,
9.783092,-5.678669,-26.562557,4,
35.14531,9.712543,-15.941052,1,
22.453062,5.3974495,35.889015,1,
3.3296556,-21.955696,6.9081883,3,
14.010319,-9.086237,18.377886,4,
16.790003,-10.719897,28.960722,4,
4.975631,-22.554504,-3.463103,2,
4.8789444,5.2664614,36.84932,4,
31.553389,-12.394397,-16.314554,2,
19.047905,23.71171,-2.2380435,4,
24.066803,18.772732,7.947903,1,
20.021107,-25.296688,-0.35795096,2,
-7.9865923,15.343327,-1.6621454,1,
8.453658,-30.211052,19.538635,4,
-15.427448,-13.869113,-32.260685,0,
-1.9388208,-22.587719,-12.164077,2,
1.9475564,-24.845774,-28.713657,0,
-33.04819,12.046398,4.4001207,3,
11.057261,-7.6466236,18.510412,4,
7.939904,0.39764553,-4.0662208,4,
11.532199,-28.561152,11.171058,4,
12.877907,-7.6074553,19.073729,4,
-5.6116266,-16.028229,-1.497006,2,
-6.033764,-11.81943,-3.7114055,3,
4.9456673,-24.599586,3.0019636,2,
1.6482095,34.763546,20.255116,1,
23.732216,18.21926,6.781004,1,
-31.432968,-16.615196,4.426074,3,
26.19468,2.1128485,-8.726621,4,
13.9333315,17.199137,1.8417584,4,
-27.706112,-2.4462416,-12.743604,3,
-10.896597,-8.982613,2.2083683,3,
34.729607,11.610494,-5.5952115,1,
0.58296204,-2.0566533,22.793789,4,
9.739082,25.58818,14.37742,1,
8.791331,21.782377,-22.75421,1,
27.33711,5.283689,3.0087135,4,
-8.890917,0.102665305,18.068026,3,
0.042417575,21.543749,22.139603,3,
-36.56491,-2.3799558,14.155032,3,
10.54867,18.19408,3.4755878,4,
-36.34253,12.42177,18.427975,3,
-6.854196,-18.592075,-33.02835,0,
22.122953,-28.63666,-13.350565,4,
8.35476,-2.175616,-24.256685,4,
29.350035,-6.659868,-5.794314,4,
39.86759,-0.37540057,19.55993,1,
29.380917,-11.01435,-11.570906,2,
38.640533,-5.429163,4.476629,4,
36.52187,8.156772,-15.352307,1,
-22.131598,12.713959,-25.320246,0,
2.22959,22.582636,-16.651886,1,
12.733695,-16.855614,-10.88535,2,
5.502155,-16.49447,4.022277,2,
23.392012,5.1740074,9.243203,4,
25.639486,2.731224,-7.299507,4,
7.207841,-26.001467,0.10038792,2,
-18.914125,-17.156654,20.19841,3,
-9.703949,-0.45094302,-28.37545,0,
2.435236,-21.71286,-11.310169,2,
40.419674,4.512962,-10.60721,4,
-25.087954,-0.36119923,0.4009253,4,
5.480455,-24.169298,-23.77842,0,
24.822939,24.683678,-6.0593934,1,
24.267,-25.593563,-5.004261,2,
-18.376432,-7.552597,-11.621956,4,
-20.966627,17.00875,-7.5614614,1,
8.901513,-30.393188,-0.8997437,2,
-2.2001321,-3.9041479,32.06339,3,
9.227824,27.045183,6.475253,1,
-20.942322,-17.763376,30.470457,3,
-17.305676,-1.0146304,-1.4412729,3,
10.132104,-17.004263,31.253656,4,
28.17017,-0.42908114,-12.233403,4,
-35.289536,5.179842,19.508572,3,
10.230148,-10.671785,17.521181,4,
11.632683,-16.779247,31.101551,4,
6.672756,23.993341,-31.724268,1,
-13.095136,18.945335,16.828667,1,
-1.9385933,-22.590118,-12.164628,2,
-19.33451,-9.904271,-14.934945,0,
12.838049,-23.987555,21.090063,4,
-12.866223,-11.433316,33.288223,3,
-7.234411,-24.785929,14.268546,3,
-12.657054,-25.4354,-24.379642,0,
8.067245,-12.185015,-33.531933,0,
1.1618333,-30.293266,-1.6093448,2,
-18.381918,14.937562,15.717572,3,
-24.64447,-22.32334,19.403996,3,
3.757958,-3.1958861,24.768137,1,
7.5461235,23.902287,12.554197,1,
12.485238,-33.719357,-0.11626766,2,
34.396877,-11.144415,-11.766415,2,
-12.103191,25.407343,27.186028,1,
-2.0352628,37.64721,22.550789,1,
-19.837093,14.872709,-1.4535825,4,
10.407906,-2.8648617,-3.004051,1,
4.023161,2.0153673,27.304749,4,
34.045788,-2.3248975,-0.40466967,4,
3.132003,-0.7904389,37.04225,3,
33.625683,6.2628417,5.2107754,4,
28.978937,-17.276272,2.334587,2,
-10.536974,-9.42896,5.638232,3,
-3.2885633,-24.555765,-1.2635747,2,
28.979368,-17.275839,2.3347323,2,
11.527426,7.9586816,-31.053978,1,
-28.740366,25.019218,12.21856,1,
31.545347,-19.758846,10.72524,4,
12.191972,-17.367243,-24.901134,0,
29.173061,4.461559,15.2665,4,
5.583288,-1.8326808,-23.847176,0,
1.0185347,8.982061,-35.182556,0,
-20.22488,15.140451,-1.7316968,4,
-15.449849,-24.39839,-25.086983,0,
-22.265911,-17.891195,5.34392,3,
23.826174,15.373842,-0.54055357,4,
-2.0171561,34.825195,-10.880924,1,
0.16718991,-21.931192,6.291131,3,
31.794224,2.1984787,-13.79943,4,
11.237504,3.5183387,-35.125607,0,
8.959514,13.743812,-30.047241,1,
26.49056,3.7436736,5.108358,4,
7.087729,-10.209752,-8.892473,0,
0.291648,40.137524,0.48645422,1,
-24.7635,-25.970589,7.1626654,3,
-15.540866,-11.943711,9.518172,3,
8.564246,-1.3131796,-34.72033,0,
-0.30912846,-2.8343167,24.7874,3,
-8.647029,29.250132,14.810185,1,
39.74471,4.5507464,-13.004925,1,
15.603256,-12.088476,12.14965,4,
-25.048649,4.7395673,-28.491953,0,
-8.692322,12.390433,-34.09918,0,
25.395151,17.552372,2.459142,1,
17.60684,-3.905881,-32.843903,0,
6.7641325,-7.986203,-14.508066,0,
10.471976,39.365215,-12.8027935,1,
0.23285814,27.250591,19.728651,1,
2.2867823,-6.5794945,-0.8428714,1,
22.825514,0.017331824,20.655844,3,
4.8704023,-0.78124785,-30.473614,0,
-7.5007076,-2.7970784,34.960114,3,
-12.636108,-11.392345,-10.380063,4,
5.4725065,-16.385284,4.3960648,2,
4.1827517,0.48788127,-46.54574,0,
11.509591,-8.697303,11.911556,4,
-19.12326,33.342125,-5.3050385,1,
-41.974827,0.6539125,9.023249,3,
4.3369484,-17.064098,31.738949,4,
-1.1582427,2.679633,0.87795764,1,
23.396183,-7.4624977,12.874632,4,
22.503492,-19.749231,-6.5899897,2,
-19.123135,24.504875,11.4843235,1,
15.067511,9.501863,-26.716835,1,
0.8982917,31.70335,22.55481,1,
-24.500235,4.94862,-28.177464,0,
-20.017826,-20.49869,-13.513437,0,
-8.758564,-20.43356,18.318176,3,
2.9124367,23.021383,-19.06032,1,
-8.519641,29.402771,-19.534828,1,
-18.26941,2.0905693,8.846339,3,
4.3316517,-4.714639,16.545906,3,
-1.6098528,22.663809,-0.07449465,1,
37.789192,16.984888,12.282916,1,
-6.9032707,12.085057,9.594976,3,
-13.717441,-17.895346,-28.398716,0,
-13.420656,-31.006216,-16.432884,2,
-3.912631,-13.756757,-38.628445,0,
-30.040323,1.0103669,5.606311,3,
-13.901934,-14.562751,-33.41735,0,
-23.971348,-6.757052,3.2822955,3,
-14.017893,12.881377,-24.095398,0,
-16.663868,-10.118408,-14.613724,4,
-7.044405,1.7457377,-16.668118,0,
-25.845442,-22.200003,-6.5339975,0,
-32.994434,5.5041275,10.217949,3,
6.4903893,5.470606,-26.138062,0,
-11.450004,15.710128,8.513935,3,
-35.04985,18.810444,5.2280874,3,
12.832477,37.72909,0.078223,1,
-35.777294,7.833874,16.075459,3,
13.519984,-5.145474,0.7087287,4,
14.447408,-2.7605753,-0.27946386,4,
36.71701,4.1064663,-10.398042,4,
-11.446783,16.513731,21.879486,4,
21.774544,17.302374,-30.316864,1,
-11.350141,2.7748978,-38.07905,0,
-22.179066,13.074785,-29.871122,0,
-27.978346,-2.1303465,33.56145,3,
-19.602947,-16.605247,25.904766,3,
19.648222,28.866882,-2.4253166,1,
9.197515,2.2711325,-24.33333,0,
-28.797697,26.969044,-10.545666,1,
19.900692,-14.959093,-5.778002,2,
39.454853,4.1632185,2.6801004,1,
-11.310146,2.7574594,-38.07361,0,
-15.267999,18.090597,-8.430811,1,
19.626404,-17.28793,-3.1843188,4,
10.938352,19.590267,9.977997,1,
-15.393814,11.130729,-24.782553,0,
5.6682343,10.146275,26.238174,4,
20.215652,-25.489971,-1.2061493,2,
-23.536655,-1.6761179,-18.264233,3,
-16.944359,3.8487794,-36.09807,0,
-25.16208,29.42362,8.565943,1,
32.78603,-10.518317,-9.740298,2,
-22.585005,15.759353,-6.661606,4,
-24.600798,-10.160808,27.377392,3,
35.010612,12.4587345,-5.3635397,1,
-6.759145,-16.27941,4.6531577,3,
-7.019871,15.10582,-8.007645,1,
11.820737,13.266858,-0.22488946,1,
13.811678,40.373947,-5.9616504,1,
-13.9911175,3.474883,19.740915,3,
-22.32107,13.941112,-6.471179,1,
6.9708776,3.219369,-29.06424,4,
-14.795222,17.645962,25.407778,1,
27.982256,-0.5870074,-1.309383,4,
17.726519,23.387383,21.854143,1,
6.8003187,-8.206207,-0.98811233,2,
-17.46533,7.556839,-25.51364,0,
14.836744,-3.0734901,-34.6276,0,
28.9557,5.2567916,15.0270195,4,
-6.833836,17.428623,-7.62384,4,
-32.404095,0.25885832,10.8273115,3,
24.930264,-2.379726,6.1653233,4,
33.729042,-17.031338,-5.3082843,4,
22.845827,11.470284,11.83324,1,
32.27688,22.919725,4.870416,1,
-15.15483,11.305602,-24.343239,0,
-20.271957,30.436604,-9.1889515,1,
25.740078,-21.258133,3.923992,2,
-25.026487,9.007062,-29.888487,0,
-9.416656,1.3830783,31.467403,3,
17.38142,6.711132,-17.252415,1,
-42.776024,8.59195,4.085863,3,
-31.028881,0.8584836,-14.099098,3,
17.069338,0.25883648,-33.78065,0,
19.654396,12.588858,-22.334095,1,
-20.965082,-17.01584,-2.1244228,3,
-2.0103147,-12.915228,-36.09033,0,
-18.59234,-12.628628,-5.027935,0,
-9.780718,32.940334,-10.45447,1,
17.254507,25.298323,-4.7118745,4,
27.407204,3.3321056,9.232459,4,
7.9684258,4.3796687,2.4240665,4,
23.639975,12.069799,-19.707682,4,
29.413813,-5.6687937,16.156166,1,
31.539288,6.881721,10.854684,4,
22.448208,-3.1478348,5.6110225,4,
-4.6319714,30.751385,-18.764967,1,
-4.3495955,16.3232,22.297028,3,
21.877935,4.7928004,34.736115,1,
16.168684,12.113209,-15.17811,4,
0.09953846,3.0294397,-27.45056,0,
-1.3181243,13.676133,26.022848,4,
28.813547,5.740028,14.857328,4,
-22.71343,14.322007,15.05995,3,
-2.9204302,-17.702587,22.758718,3,
-30.544107,27.507507,-12.429576,1,
7.3357425,11.985465,-3.036384,4,
-2.7336397,14.681654,24.580397,1,
-7.6290655,13.311435,37.64911,3,
-31.959898,-4.7960463,8.342315,3,
26.9196,7.1623054,1.9391279,1,
-30.69262,12.710762,3.9499621,3,
5.8351545,8.65218,-18.41142,1,
29.637146,-0.41856122,1.214471,4,
-34.204178,-12.46459,10.966818,3,
10.495174,22.343393,1.2576196,1,
29.987051,-21.702131,-15.90766,2,
-1.4999824,0.76417565,-17.223799,0,
9.437731,47.843742,-5.4721413,1,
-36.904224,13.710725,16.510597,3,
10.277934,1.0076596,27.064148,4,
-4.931993,-22.672329,25.694582,3,
24.417782,-18.573936,9.123903,2,
-40.438152,1.782409,8.216413,3,
16.765945,-3.8180363,24.934988,4,
-30.921457,-8.256958,13.660205,3,
2.4103775,2.381598,20.033007,4,
4.766868,-3.0163393,-38.562977,0,
15.432247,-13.522393,12.37008,4,
11.367164,-1.2110765,-25.043629,4,
-17.90283,27.973045,-7.948165,4,
1.473539,13.577499,-1.29418,4,
28.940136,-1.0418215,-14.144836,4,
-19.171026,-3.7128246,37.676807,3,
-19.62772,12.000172,-27.160946,0,
-4.7212734,-13.838311,9.63085,3,
-2.679072,1.1289918,8.485028,3,
5.826691,39.282814,11.644323,1,
6.697533,36.118774,-6.0793843,1,
20.299658,31.435175,-2.9193845,1,
32.03316,26.105732,8.481104,1,
-11.585177,-4.7066884,20.820972,3,
20.35481,-0.90798074,-16.159046,1,
-6.070239,12.671694,-7.767845,1,
-1.5963116,2.9230611,-40.266506,0,
14.960007,18.588726,-22.7009,1,
-9.10533,17.246273,-20.903418,1,
2.3626912,-11.796481,24.528404,4,
-12.155435,1.6032419,-5.082085,0,
24.026201,29.943218,6.2588067,1,
-5.573292,-8.991103,-36.22662,0,
3.7780676,2.753353,12.301204,4,
4.170613,-4.2884436,-30.444468,4,
-1.4850218,-3.9683387,-15.930398,0,
-29.344185,26.617544,3.201435,3,
-9.193333,-0.666371,17.407528,3,
32.06819,27.684504,11.167025,1,
4.390764,-12.70224,22.16193,4,
30.033108,3.1528108,-9.357543,4,
5.532151,-0.008337344,-27.765388,4,
29.241802,4.217648,15.324736,4,
29.857191,4.8864746,-20.746675,1,
8.557097,49.106506,-0.93968254,1,
-11.320499,-21.914898,-27.583689,0,
11.516875,-5.74393,-0.6392487,1,
4.211325,7.1544695,19.833502,4,
13.501757,-15.652064,10.608868,4,
-24.005817,2.1402066,-0.53243685,3,
-6.0620184,15.250513,-20.504078,1,
25.671263,20.220108,-26.886374,1,
20.227484,31.692854,3.1478505,1,
23.410845,-3.7533045,7.471088,4,
12.020467,34.497147,-4.2402205,4,
24.266941,11.190001,-3.3936722,4,
-33.307343,9.205815,-4.641182,3,
-33.95747,9.841271,-1.3259599,3,
16.573114,24.517357,7.5729384,1,
37.054844,-2.0742176,17.516813,4,
28.055824,-18.133204,-6.8096046,2,
5.6800904,0.63255715,-41.10524,0,
38.139046,5.480872,17.512266,1,
-34.108128,-4.117007,14.558719,3,
25.728256,9.767551,-14.819456,1,
14.476279,-15.570166,-26.07767,2,
19.55474,28.585173,-2.3996112,1,
-18.298712,-2.1055124,-15.973913,0,
-22.909285,21.815422,4.6052065,1,
21.788649,14.235407,2.5535483,4,
-6.8051567,3.639896,-35.651077,0,
-12.985623,-1.8991048,-33.841778,0,
11.724705,39.327747,1.7949302,1,
-4.907149,7.921705,26.404982,3,
-4.4811926,5.610486,-42.039467,0,
20.726192,-21.786457,0.8139204,2,
0.3506696,4.5978403,26.403824,4,
10.529299,6.3738284,-7.828507,4,
11.896641,19.743458,15.279706,4,
-1.8968942,26.67026,-19.03056,4,
11.313586,16.248716,6.6763415,1,
-1.5276461,-25.732658,13.267942,2,
0.61435235,4.1747274,-23.262651,0,
-4.696058,31.107832,-22.312956,1,
25.688046,21.823608,-9.199026,1,
-25.843435,-1.0810543,0.33175215,3,
25.430946,3.8689191,-29.430943,1,
-17.027212,14.007505,1.8251894,3,
39.506626,4.2189727,2.6583352,1,
20.08939,8.081675,-21.824648,1,
15.045037,-12.048741,30.60391,4,
30.00603,10.418602,9.595439,1,
11.765223,-6.575397,-3.0564735,1,
28.751738,5.9204884,14.789906,4,
29.05737,26.642988,-9.868953,1,
14.169682,-8.207622,-3.9007273,4,
-20.507488,-12.818048,-8.001035,0,
5.282076,-3.671925,23.864088,4,
-32.12049,-11.112544,8.512025,3,
-9.950756,19.52433,-19.971012,1,
-7.9958653,-16.432053,-31.088345,0,
13.94368,20.385542,-19.32864,1,
-28.244577,-0.354793,-22.337202,0,
3.7531052,-42.782764,17.852507,4,
16.009832,23.12868,15.462643,4,
26.978075,3.431438,-28.309076,1,
22.804003,14.479294,0.65597045,4,
23.119919,31.201067,7.0947466,1,
6.607167,19.394007,19.829916,1,
13.009321,42.7112,-6.6742635,1,
-20.355093,25.198492,4.2973194,3,
-4.7464666,5.8404384,9.447044,2,
19.514364,19.716286,2.2764962,4,
-4.9431458,25.856117,-14.583593,4,
10.289959,1.0768497,27.060585,4,
-22.599644,-16.257092,9.568765,3,
15.041051,29.963173,23.511538,1,
-2.6366196,-6.1247926,10.38267,4,
-4.679291,-22.507826,25.872309,3,
-2.647812,-17.733366,22.969133,3,
-24.64578,-22.322863,19.404465,3,
17.869204,7.772519,-16.299109,1,
1.2647891,19.292583,1.6094253,1,
8.628628,-7.993736,-0.7418729,4,
12.634403,20.254446,-6.082954,1,
20.875162,4.996362,-31.26809,1,
14.6308155,-4.3147507,-36.324497,0,
-25.006622,14.137389,-9.384068,1,
-9.960607,-0.637868,7.4243174,4,
-4.3176875,7.74044,6.3245645,1,
-35.818428,-12.201928,13.295067,3,
18.756676,20.6028,3.224951,4,
-17.199684,-2.7649672,41.377586,3,
32.854324,-17.014769,-5.726704,2,
11.065091,-6.2800174,24.529335,4,
14.897693,28.86704,-6.075902,1,
-8.402809,10.857561,35.473904,3,
-0.8500171,19.413431,3.8065019,1,
14.571595,-6.101759,-0.47854024,4,
2.5166123,-4.2116284,-3.6739619,1,
32.245907,12.68186,-7.241687,1,
18.103739,2.2665117,0.562514,4,
21.184277,-5.8600135,-21.309235,1,
-4.984248,25.459438,-13.999466,4,
-30.381344,-11.218268,8.652156,3,
18.892998,21.274252,3.6511173,1,
10.456018,0.908815,-2.9831026,4,
17.170542,30.706146,-0.8438535,1,
-3.8874197,3.2278414,-42.8596,0,
3.8041296,-5.3152966,-20.08807,4,
-14.440376,18.317621,24.29245,1,
17.795006,12.446229,-19.47227,1,
-1.3943617,-38.039135,8.092655,2,
8.949559,-43.96212,6.907091,2,
-11.054332,19.740122,-14.023016,1,
15.219839,6.0552835,-14.001239,1,
30.456951,-2.7851782,13.304505,4,
-3.186738,31.027096,4.5768657,1,
9.901926,-13.91333,10.549095,4,
-15.309423,9.820904,-17.221178,0,
6.4932466,-22.241846,29.11043,4,
39.293697,11.6487465,6.859764,4,
6.335701,-2.6256976,37.542255,3,
-2.2704487,-5.120687,-31.538074,0,
-0.25881943,-5.4527044,22.193058,3,
6.6647167,-14.843443,23.313816,4,
13.0591545,14.726224,3.5857015,4,
42.520844,2.8759475,10.838483,1,
-5.2262673,18.500767,-1.9271787,1,
6.217385,16.588936,-18.411753,1,
-15.548204,24.547686,-12.50196,4,
25.271551,-15.9644165,-11.070979,2,
-1.8691595,35.375088,-11.344963,1,
19.1603,26.64206,-8.343201,1,
-3.0899131,19.699097,15.805547,1,
9.657763,24.695965,1.5807139,1,
1.6117612,-19.776289,21.422287,4,
2.9788566,5.1409097,9.151476,1,
6.293321,6.309741,15.015525,3,
3.199962,-13.628757,11.702775,4,
-6.93803,-11.287002,32.300888,3,
-20.640314,-7.850867,-16.527653,0,
8.625161,-4.1254077,17.923409,4,
12.263991,-16.330008,7.231327,4,
9.355653,-16.21497,26.333984,4,
27.012533,6.9328723,2.1019256,1,
-25.347107,-0.7110025,33.015427,3,
10.621568,-8.159231,-12.823528,2,
-8.245626,8.387755,-1.3514786,1,
-31.345144,0.63224775,-13.790313,3,
-8.722822,8.839789,13.667309,4,
-1.0051038,3.4447055,4.9952497,3,
3.7596452,15.943147,16.29721,1,
-3.3986819,26.635538,-27.206139,1,
18.217995,-4.4785924,-26.477825,0,
-15.012266,11.682583,-23.357302,0,
-34.93329,-13.671179,-0.80579716,3,
19.244808,-12.656545,-10.679281,2,
21.437628,4.781472,-31.068302,1,
14.095941,-8.205411,-7.8284287,4,
13.546134,-1.5447794,-31.608027,0,
7.6086173,31.855747,11.312805,1,
-8.151578,15.536209,-1.7901399,1,
-5.0301456,21.55909,-29.314367,1,
-6.3715363,-0.12572134,-1.8957623,1,
-4.441343,-0.29478,32.194782,3,
-13.82232,-24.475264,35.321095,3,
13.427555,4.4832587,1.5675192,4,
20.46277,1.4324105,28.234415,4,
14.462916,27.587255,-1.9280257,1,
19.314384,3.6058035,24.72683,1,
-19.473553,16.32004,28.39323,3,
29.445967,7.9576244,-6.1520667,4,
37.76132,-10.10753,9.560449,1,
-12.010287,38.915947,-10.280632,1,
13.965039,6.932162,14.440446,4,
-31.92314,24.469072,7.0149574,3,
22.597895,11.990143,8.48114,4,
-28.110765,-9.897976,26.933842,3,
-15.532961,-26.115019,16.90277,3,
-34.90674,6.2668514,19.745197,3,
22.940573,3.5782151,-9.199958,4,
-4.4160247,38.43663,22.763218,1,
-24.656012,-9.503261,-15.164318,0,
-24.953615,-1.354942,-15.607557,0,
15.884331,20.685,-24.89298,1,
-7.8588166,10.310404,-17.839394,0,
-3.3174562,7.756765,-34.36051,0,
-10.403249,15.631755,-0.7224084,1,
36.279312,-9.989413,10.937623,1,
-22.185055,-0.61133283,-11.527153,0,
22.874403,2.6258695,-0.8451572,1,
-17.603516,0.08252,0.5825999,1,
7.2502375,20.61118,21.67314,1,
-15.900914,27.936296,-20.70884,1,
8.261018,-0.30416477,11.624022,1,
9.282386,48.254368,-4.1148443,1,
1.9102659,1.7722663,17.470337,4,
21.731379,4.018905,-14.550561,1,
-29.293333,-0.056723885,8.1259165,3,
3.905958,7.2960577,40.739532,3,
-30.049889,-6.2048755,16.754265,4,
0.2385327,12.5538225,6.1421175,1,
5.9918346,22.18877,-13.881088,1,
28.020718,2.274265,4.5139666,4,
10.224059,11.849659,-4.2851987,4,
39.058174,-8.892316,6.666594,1,
3.9894605,30.716543,-19.00532,1,
10.718564,15.5086155,20.923077,4,
-8.237996,16.035984,-21.904316,1,
-2.3297157,3.2975776,-24.043764,0,
8.222417,0.7476437,-2.4181323,2,
-0.9954193,-9.943617,-0.7068736,3,
6.870059,-13.833107,8.500857,2,
1.0112983,7.4897566,21.269026,4,
29.786842,3.811938,14.45621,4,
-29.202362,1.8073016,-1.3447673,3,
17.87051,16.724987,3.130987,4,
4.405687,36.75237,8.6531725,1,
0.9103981,10.767279,-35.818676,0,
3.0729825,13.786896,22.085121,3,
-5.6697397,-24.48143,-6.2877226,2,
25.672073,20.219944,-26.88714,1,
16.710894,4.8937235,-2.650545,1,
-22.732193,-4.9572444,16.412872,3,
-36.97867,-3.5560944,11.69455,3,
29.088354,16.922878,3.4332185,1,
26.075907,21.607374,-17.425701,1,
32.243057,23.583729,5.273817,1,
-18.210266,-18.939114,29.793512,3,
-21.93927,7.0403056,-28.212029,0,
-16.394045,13.38178,7.6169496,3,
-26.110518,-6.3760443,4.772395,3,
-5.9233794,-12.021694,36.20902,3,
-0.5068915,37.415646,-13.4471445,1,
44.72437,5.5028267,10.771382,1,
14.835669,-14.456551,7.8283625,4,
22.65929,-4.6090407,-18.218958,4,
9.2638235,28.239222,-15.842528,1,
-18.34791,23.124481,2.1166072,1,
7.4913015,12.006358,13.280871,3,
14.8853445,-24.046783,11.923622,4,
-2.2674818,11.073286,19.167648,3,
-18.000452,-1.5443809,2.7741494,3,
28.048334,2.2034588,4.575206,4,
5.2446055,27.003906,29.134077,3,
5.8623724,2.7624612,28.76813,4,
27.9869,-21.112907,6.5933976,4,
-20.755087,6.9472766,-0.027461959,4,
-2.3973532,0.46769983,-19.129145,0,
15.041609,29.964098,23.512445,1,
35.098133,12.743448,-5.235543,1,
21.566711,9.68626,-2.6933365,4,
-3.3978763,26.636919,-27.205883,1,
-16.6978,16.205965,27.419468,3,
9.545129,-4.7580924,-21.520926,4,
39.797615,-6.366242,10.48895,1,
6.2731752,-1.5810021,29.834063,4,
1.1849465,38.748116,-0.10458551,1,
-12.206009,17.69558,-7.5290995,1,
12.274537,15.707561,-4.1522713,4,
-20.424322,15.332086,-11.993361,1,
-22.452536,-1.1651124,-18.858238,0,
-23.470427,13.739899,14.474186,3,
3.801506,2.7696726,12.347206,4,
-3.144863,15.530549,11.197098,1,
-5.672152,12.825112,-12.369539,1,
-20.39527,13.812909,2.6611633,1,
2.4319654,9.340663,-6.36891,1,
17.790829,1.8956096,-14.045627,1,
6.3090887,20.004396,20.523895,1,
-17.077766,6.467833,-14.77638,0,
-8.067809,5.9420257,-15.73135,0,
7.603301,-4.57593,8.096284,4,
-3.1379306,5.489397,-3.5968053,1,
39.078156,-7.1962233,5.21646,1,
-15.568214,14.153618,-21.441837,0,
-1.4656212,14.56327,4.0627427,1,
22.252117,-0.35309064,21.257164,1,
14.999625,0.68738693,-8.832542,1,
-24.171387,11.028411,0.57133925,1,
10.722443,-8.147844,-32.947334,0,
-14.637729,2.709481,-0.8888177,3,
37.76167,-10.106663,9.560701,1,
-13.299177,25.438139,-27.287434,1,
6.4737597,29.593096,-16.909214,1,
-16.150782,40.516968,-11.562842,1,
5.127969,30.103058,-17.93307,1,
-28.401974,1.1777434,11.249404,3,
-26.595974,-7.3984284,4.491191,3,
-16.641838,20.173635,23.163956,1,
-17.034048,3.1865613,40.78937,3,
30.596323,6.0237284,2.8292875,1,
-21.924398,-5.564581,13.859915,3,
-17.491076,-0.74592984,41.859344,3,
15.048037,23.771158,21.550581,1,
-5.9349413,-10.510816,39.446503,3,
27.507677,-8.553421,-3.2353122,4,
-9.570661,20.580263,-13.264848,1,
-6.5016084,19.058481,-30.534906,1,
-16.078695,21.835546,-0.9300484,4,
20.787376,-6.527713,-22.33313,1,
-10.68627,-9.844285,-8.672434,4,
33.38059,11.857112,1.9393375,1,
13.904085,-18.39976,-20.90868,0,
13.517778,5.3376746,10.66529,1,
12.154536,29.353443,4.4450626,1,
25.380857,-13.483373,3.5717726,4,
40.555676,1.7005861,21.030754,1,
3.044437,-9.348604,8.139215,4,
-4.9863744,6.3443184,-18.114874,0,
-11.34021,-18.739323,8.727293,2,
-21.42364,12.528469,-10.655891,1,
9.176839,11.817479,10.095099,1,
-12.307655,-9.419923,18.038685,3,
-16.459406,25.075413,-9.964633,1,
-2.536069,14.491029,24.779388,1,
15.849446,8.244757,18.366257,1,
-35.818695,-12.19794,13.304299,3,
23.598488,30.402748,6.786863,1,
-25.899231,-3.7577264,-0.29211152,3,
11.451112,7.4880877,-31.927,1,
23.160938,-32.761707,3.095824,2,
-29.070446,14.367787,-2.4219959,1,
-9.866049,-16.969023,7.772021,3,
9.26772,8.812977,3.914054,1,
-15.890268,20.005806,-23.78748,1,
3.0188723,-13.305001,20.064274,4,
33.416256,8.948333,-5.0772142,4,
-16.481981,25.431883,-12.855465,1,
18.30994,-30.922974,-11.476895,2,
4.1183915,26.942528,23.65289,1,
18.93177,0.22283201,-18.363214,1,
